"","X.4","X.3","X.2","X.1","X","SampleNo","NACount","NAcountno2","row","PlateNo","WellNo","SampleNo.1","match","Year","Month","Day","State","nearestCity","countryCode","Pop","Lat","Long","BoxID","latitude","longitude","flyway","flyway2","Genetic_Group","Genetic_Group2","yearSampled","monthSampled","daySampled","julianDaySampled","Transmitter","bandNumber","bandmatch","generalSampleType","newOrRecap","observerName","aliveOrDead","nestlingAge","laydateForAnalysis","howLaydateEstimated","sexBird","phaseFAC","stateProv","hallux","tarsus","tail","wing","fatScore","billDepth","culmen","mass","subterminal","cropScore","CG10_top1","CG11_phlpp1","CG12_peak1","CG13_szt2","CG14_cry1","CG15_cpne4","CG2_clock","CG3_nacc2","CG4_cpne4","CG5_scn5a","CG6_lmbr1","CG7_htr2c","CG8_npas2","CG9_npas2","lfmm1","lfmm10","lfmm12","lfmm13","lfmm14","lfmm15","lfmm2","lfmm3","lfmm4","lfmm5","lfmm6","lfmm7","lfmm8","lfmm9","lfmm11","CG1_mybbp1a","D1_80perc","D2__80perc","D3__80perc","D4__80perc","wc2.0_bio_30s_14","wc2.0_bio_30s_13","wc2.0_bio_30s_04","Latcat1","amke_CG10_top1_A","amke_CG11_phlpp1_C","amke_CG12_peak1_T","amke_CG13_szt2_A","amke_CG14_cry1_C","amke_CG15_cpne4_A","amke_CG2_clock_C","amke_CG3_nacc2_G","amke_CG4_cpne4_C","amke_CG5_scn5a_C","amke_CG6_lmbr1_C","amke_CG7_htr2c_T","amke_CG8_npas2_T","amke_CG9_npas2_T","amke_lfmm1_G","amke_lfmm10_A","amke_lfmm12_C","amke_lfmm13_T","amke_lfmm14_G","amke_lfmm15_T","amke_lfmm2_A","amke_lfmm3_T","amke_lfmm4_G","amke_lfmm5_G","amke_lfmm6_A","amke_lfmm7_A","amke_lfmm8_T","amke_lfmm9_T","amke_lfmm11","amke_CG1_mybbp1a_G","D1","D2","D3","D4"
"960",960,960,960,926,926,"18N00173",1,0,645,"MISC1","G9","18N00173",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.2115,-121.286194,NA,44.2115,-121.286194,"west","west","west","west",2018,"JUN",21,172,0,"157331063",FALSE,"Feathers",NA,"Ken Hashagen","Live",18,114,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,2,1,0,1,2,0,1,2,2,1,0,1,2,NA,-0.874989753,-0.620160749,-0.534244486,-1.727234642,13,44,677.1311827,"(43.7,67.6]",0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,2,1,0,1,2,0,1,2,2,1,0,1,2,NA,-1.16293859117766,2.4509615970363,0.988634661914415,-2.29256113352179
"961",961,961,961,874,874,"18N00192",1,0,644,"MISC1","G8","18N00192",FALSE,2018,"JUL",11,"OR",NA,"USA",153,44.216056,-121.464222,NA,44.216056,-121.464222,"west","west","west","west",2018,"JUL",11,192,0,"157331154",FALSE,"Feathers",NA,"Ken Hashagen","Live",20,132,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,2,0,1,1,2,1,2,1,NA,1.084669077,0.863985911,0.549596765,0.338579398,13,62,655.169844,"(43.7,67.6]",1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,2,0,1,1,2,1,2,1,NA,0.161792187880782,1.23217435851988,-0.289023917330073,0.799640461275512
"962",962,962,962,921,921,"18N00175",2,1,637,"MISC1","G1","18N00175",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.217861,-121.320028,NA,44.217861,-121.320028,"west","west","west","west",2018,"JUN",21,172,0,"157331073",FALSE,"Feathers",NA,"Ken Hashagen","Live",21,111,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,0,0,0,1,0,1,0,1,1,0,1,1,0,2,0,0,0,2,1,2,1,0,NA,-1.007108648,-0.378781902,-1.279443286,-1.230203265,13,47,681.3567176,"(43.7,67.6]",0,0,0,0,0,NA,1,0,0,0,1,0,1,0,1,1,0,1,1,0,2,0,0,0,2,1,2,1,0,NA,-1.2374404891996,0.400449266471254,1.19392855993059,0.505405518041182
"965",965,965,965,917,917,"18N00174",6,5,638,"MISC1","G2","18N00174",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.235472,-121.343694,NA,44.235472,-121.343694,"west","west","west","west",2018,"JUN",21,172,0,"157331067",FALSE,"Feathers",NA,"Ken Hashagen","Live",18,114,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,0,0,NA,1,0,0,0,0,1,0,1,1,0,1,1,1,NA,2,1,0,0,0,NA,0.948593619,-2.24561697,0.646475482,-1.398383889,12,49,681.8785305,"(43.7,67.6]",1,1,NA,1,0,NA,NA,0,0,NA,1,0,0,0,0,1,0,1,1,0,1,1,1,NA,2,1,0,0,0,NA,-0.0522228341851562,0.240570862897612,0.188701455815385,-1.55378713737502
"966",966,966,966,876,876,"17N02145",0,0,1181,"1","G3","17N02145",FALSE,2017,"JUN",24,"OR","Bend","USA",153,44.2613,-121.46271,NA,44.2613,-121.46271,"west","west","west","west",2017,"JUN",24,175,0,"178389241",FALSE,"Feathers","New","Don McCartney","Live",24,111,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,2,0,1,0,0,1,0,1,2,1,0,1,-0.199634901,-0.693564167,0.811058463,-0.126902606,12,60,655.3189944,"(43.7,67.6]",0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,2,0,1,0,0,1,0,1,2,1,0,1,-0.807863117079433,-0.17006396757451,0.862719724422587,-0.462969670065699
"967",967,967,967,920,920,"18N00188",1,0,651,"MISC1","H3","18N00188",FALSE,2018,"JUL",2,"OR",NA,"USA",153,44.325472,-121.320167,NA,44.325472,-121.320167,"west","west","west","west",2018,"JUL",2,183,0,"157331142",FALSE,"Feathers",NA,"Ken Hashagen","Live",25,118,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,2,2,0,1,2,0,2,2,0,0,NA,-1.168642059,0.635645797,1.421329237,1.280912038,12,48,669.2469429,"(43.7,67.6]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,2,2,0,1,2,0,2,2,0,0,NA,-1.21978467513203,-0.0516123327667624,1.05922321521981,0.938216652491608
"968",968,968,968,915,915,"18N00176",2,0,636,"MISC1","F12","18N00176",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.331777,-121.353334,NA,44.331777,-121.353334,"west","west","west","west",2018,"JUN",21,172,0,"157331075",FALSE,"Feathers",NA,"Ken Hashagen","Live",25,107,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,2,1,0,1,1,1,NA,NA,0.029174895,-1.170227837,0.738932667,0.63521029,12,50,677.852415,"(43.7,67.6]",0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,2,1,0,1,1,1,NA,NA,-0.654301926258204,-0.711956186887092,-0.0366102551949602,-0.913151108196467
"969",969,969,969,922,922,"17N02134",0,0,1202,"5","F6","17N02134",FALSE,2017,"JUN",19,"OR","Bend","USA",153,44.33599,-121.3093,NA,44.33599,-121.3093,"west","west","west","west",2017,"JUN",19,170,0,"178389227",FALSE,"Feathers","New","Don McCartney","Live",28,102,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,1,2,1,0.379424038,-0.124245478,0.410216498,-0.85581622,12,47,668.7384814,"(43.7,67.6]",2,1,2,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,1,2,1,0.957961416961087,-1.59107612129761,-1.45643771997045,-0.281422955614538
"970",970,970,970,880,880,"18N00189",1,0,652,"MISC1","H4","18N00189",FALSE,2018,"JUL",5,"OR",NA,"USA",153,44.33881,-121.44856,NA,44.33881,-121.44856,"west","west","west","west",2018,"JUL",5,186,0,"157331147",FALSE,"Feathers",NA,"Ken Hashagen","Live",21,125,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,1,0,2,1,1,1,0,0,NA,0.2130876,0.075799895,-0.897986869,-1.274306979,12,63,651.3267345,"(43.7,67.6]",1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,1,0,2,1,1,1,0,0,NA,-0.434548219659222,0.439186898800282,0.274824570288187,-0.335678268163339
"971",971,971,971,916,916,"18N00190",3,2,658,"MISC1","H10","18N00190",FALSE,2018,"JUL",8,"OR",NA,"USA",153,44.341194,-121.350001,NA,44.341194,-121.350001,"west","west","west","west",2018,"JUL",8,189,0,"157331150",FALSE,"Feathers",NA,"Ken Hashagen","Live",20,129,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,1,0,0,2,1,0,1,1,1,2,2,0,1,1,1,2,0,NA,0,1,2,2,0,NA,-1.198367486,-0.657573921,-1.581529947,-2.292909919,12,51,672.4698676,"(43.7,67.6]",0,1,0,0,1,NA,1,0,0,2,1,0,1,1,1,2,2,0,1,1,1,2,0,NA,0,1,2,2,0,NA,-1.3014398780648,0.614825139492762,-1.66311784511985,-0.916653266178004
"975",975,975,975,882,882,"17N02131",1,1,1178,"1","F11","17N02131",FALSE,2017,"JUN",26,"OR","Bend","USA",153,44.38244,-121.44011,NA,44.38244,-121.44011,"west","west","west","west",2017,"JUN",26,177,0,"178389261",FALSE,"Feathers","New","Don McCartney","Live",17,120,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,0,0,1,0,0,1,1,2,0,1,NA,1,1,0,2,0,1,0,0,1,1,1,0,2,2,0,0.14993462,-1.707007567,0.017951563,-1.858135492,12,64,656.5491672,"(43.7,67.6]",0,2,1,1,0,0,1,0,0,1,1,2,0,1,NA,1,1,0,2,0,1,0,0,1,1,1,0,2,2,0,-0.65124280833005,0.377853649284195,0.126850970254582,-1.6805921094803
"977",977,977,977,887,887,"16N0958",0,0,1176,"1","C10","16N0958",FALSE,2016,"JUL",24,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",24,205,0,"178389186",FALSE,"Feathers","New","Don McCartney","Live",24,141,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,2,0,0,2,2,2,1,0,0,1.101813586,0.657949384,-0.238574531,0.931201536,12,61,663.353934,"(43.7,67.6]",2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,2,0,0,2,2,2,1,0,0,0.806370569902537,0.209505037555337,1.00772503826681,0.464884835082519
"978",978,978,978,888,888,"16N0956",0,0,1174,"1","C8","16N0956",FALSE,2016,"JUL",16,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",16,197,0,"178389180",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,1,1,1,0,2,2,2,2,0,1.322880265,0.315386562,0.14159238,1.62346439,12,61,663.353934,"(43.7,67.6]",2,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,1,1,1,0,2,2,2,2,0,1.51426521321349,-0.682581389466185,0.994881209625856,0.773794737846716
"979",979,979,979,889,889,"16N0952",0,0,1170,"1","C4","16N0952",FALSE,2016,"JUN",29,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",29,180,0,"178389167",FALSE,"Feathers","New","Don McCartney","Live",21,119,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0.183019607,0.509024769,1.507630125,-0.76453166,12,61,663.353934,"(43.7,67.6]",1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1,0,2,1,0,1,0,1,0,1,0,0,-0.413835661815157,1.0769286115987,0.303577853577786,-0.67031232483576
"980",980,980,980,890,890,"16N0951",0,0,1169,"1","C3","16N0951",FALSE,2016,"JUN",29,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",29,180,0,"178389161",FALSE,"Feathers","New","Don McCartney","Live",21,119,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,0,0,2,1,2,2,2,1,0,1,2,1,1,0,2,2,1,0,1,0,0,1.278653214,-0.252420148,-0.654501102,1.778890483,12,61,663.353934,"(43.7,67.6]",2,0,1,1,0,0,0,0,0,0,0,2,1,2,2,2,1,0,1,2,1,1,0,2,2,1,0,1,0,0,0.785658012058472,-0.428236675243084,0.978971754977206,0.799518891754941
"981",981,981,981,891,891,"16N0949",0,0,1167,"1","C1","16N0949",FALSE,2016,"JUN",28,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",28,179,0,"178389159",FALSE,"Feathers","New","Don McCartney","Live",22,117,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,2,1,0,2,2,0,1,0.109310988,-0.287851449,-0.712551765,1.741398662,12,61,663.353934,"(43.7,67.6]",0,0,2,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,2,1,0,2,2,0,1,0.261730999135239,-0.568784933025463,1.09157275334358,0.885910365699652
"982",982,982,982,892,892,"16N0946",0,0,1164,"1","B10","16N0946",FALSE,2016,"JUN",24,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",24,175,0,"178389153",FALSE,"Feathers","New","Don McCartney","Live",20,115,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,1,0,1,0,0,2,1,1,0,1,1,0,2,2,2,0,0,0,0,1,0,1,2,0,0.881083209,0.240501941,-0.255582773,-0.05557462,12,61,663.353934,"(43.7,67.6]",1,0,2,0,0,0,1,0,1,0,0,2,1,1,0,1,1,0,2,2,2,0,0,0,0,1,0,1,2,0,0.698752071412668,-1.55494919088575,0.31304193870569,0.102675089646405
"983",983,983,983,893,893,"16N0947",0,0,1165,"1","B11","16N0947",FALSE,2016,"JUN",24,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",24,175,0,"178389151",FALSE,"Feathers",NA,"Don McCartney","Live",NA,NA,NA,"Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,2,2,2,0,2,0,1,2,0,1.203862788,0.985000101,-0.291298137,1.24605136,12,61,663.353934,"(43.7,67.6]",1,0,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,2,2,2,0,2,0,1,2,0,0.89034952001032,-0.625896794182274,1.04304546002913,0.829642074298319
"984",984,984,984,894,894,"16N0945",0,0,1163,"1","B9","16N0945",FALSE,2016,"JUN",23,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",23,174,0,"178389148",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,1,0,0,1,2,1,2,0,1,1,0,1,1,1,1,0,0,0,2,0,2,2,0,1.16276566,1.703894152,-1.255537938,0.248023611,12,61,663.353934,"(43.7,67.6]",1,0,2,0,0,0,0,1,0,0,1,2,1,2,0,1,1,0,1,1,1,1,0,0,0,2,0,2,2,0,0.86968683119173,0.340087931498361,-0.301867745971022,1.10855036403971
"985",985,985,985,895,895,"16N0942",0,0,1160,"1","B6","16N0942",FALSE,2016,"JUN",18,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",18,169,0,"178389142",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,0,0,0,0,0,0,2,1,0,2,1,1,0,1,0,0,0,1,0,0,1,2,1,2,0,1.346931721,-0.375948924,0.748942937,1.532776476,12,61,663.353934,"(43.7,67.6]",1,0,2,1,0,0,0,0,0,0,0,2,1,0,2,1,1,0,1,0,0,0,1,0,0,1,2,1,2,0,0.89034952001032,-0.625896794182274,1.04304546002913,0.829642074298319
"986",986,986,986,896,896,"16N0957",1,1,1175,"1","C9","16N0957",FALSE,2016,"JUL",16,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",16,197,0,"178389182",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,1,1,0,0,0,2,2,1,0,1,-0.658578565,-0.776658514,0.602293804,0.988203269,12,61,663.353934,"(43.7,67.6]",NA,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,1,1,0,0,0,2,2,1,0,1,-0.936385520011081,-1.05404443826393,0.634384480360426,0.274894601276979
"987",987,987,987,897,897,"16N0955",1,1,1173,"1","C7","16N0955",FALSE,2016,"JUL",10,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",10,191,0,"178389174",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,1,0,2,1,2,1,1,NA,0,2,1,2,0,1,2,2,0,2,0,2,0,1.441872945,-0.101316942,-0.885680821,-0.947228701,12,61,663.353934,"(43.7,67.6]",1,0,1,0,0,0,1,0,0,1,0,2,1,2,1,1,NA,0,2,1,2,0,1,2,2,0,2,0,2,0,0.318360253453032,0.176359012764682,0.29126465376331,-0.36226040104707
"988",988,988,988,898,898,"16N0954",1,1,1172,"1","C6","16N0954",FALSE,2016,"JUL",10,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",10,191,0,"178389172",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,NA,0,0,2,0,1,1,0,0,2,0,2,0,0,0.297571369,0.397673718,1.759083568,0.990781215,12,61,663.353934,"(43.7,67.6]",1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,NA,0,0,2,0,1,1,0,0,2,0,2,0,0,0.375420970420577,-1.86263453889591,-0.0346069802774343,-0.839117965576745
"989",989,989,989,899,899,"16N0953",1,1,1171,"1","C5","16N0953",FALSE,2016,"JUL",4,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUL",4,185,0,"178389171",FALSE,"Feathers",NA,"Don McCartney","Live",21,124,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,1,1,0,0,0,0,1,1,2,0,0,1,1,2,1,0,1,0,0,2,2,0,2,1,0.746508526,1.340267616,-0.804411831,-0.045724069,12,61,663.353934,"(43.7,67.6]",NA,0,2,0,0,1,1,1,0,0,0,0,1,1,2,0,0,1,1,2,1,0,1,0,0,2,2,0,2,1,0.886166938341319,-0.11186685127143,-0.43648232995401,1.54146673722757
"990",990,990,990,900,900,"16N0950",1,1,1168,"1","C2","16N0950",FALSE,2016,"JUN",29,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",29,180,0,"178389164",FALSE,"Feathers","New","Don McCartney","Live",19,121,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.246874941,-1.705545556,0.640123407,0.015649974,12,61,663.353934,"(43.7,67.6]",NA,1,2,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.342894954246198,-2.82780685755226,-0.0780368860965807,-0.332514145476981
"991",991,991,991,901,901,"16N0948",1,1,1166,"1","B12","16N0948",FALSE,2016,"JUN",24,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",24,175,0,"178389155",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,1,0,2,0,0,0,2,1,1,2,1,1,1,0,1,2,NA,0,1,0,0,1.042041274,-1.799579032,0.870800662,-1.336411671,12,61,663.353934,"(43.7,67.6]",1,1,1,0,0,1,1,0,0,1,0,2,0,0,0,2,1,1,2,1,1,1,0,1,2,NA,0,1,0,0,-0.00497084753905797,-0.131326335245482,-0.0563842652198144,-1.30405345627022
"992",992,992,992,902,902,"16N0943",1,1,1161,"1","B7","16N0943",FALSE,2016,"JUN",18,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",18,169,0,"178389145",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,1,0,2,0,2,2,2,2,0,0,0.501856435,-0.651773773,0.356217366,2.05749617,12,61,663.353934,"(43.7,67.6]",NA,1,2,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,1,0,2,0,2,2,2,2,0,0,0.545130154256186,-1.57121703852263,0.666734018484198,0.222588314485023
"993",993,993,993,903,903,"16N0944",1,1,1162,"1","B8","16N0944",FALSE,2016,"JUN",20,"OR","Bend","USA",153,44.39104,-121.41658,NA,44.39104,-121.41658,"west","west","west","west",2016,"JUN",20,171,0,"133324108",FALSE,"Feathers","New","Don McCartney","Live",NA,NA,NA,"Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1,1,1,2,1,2,0,0,0.902277548,1.04989377,0.032615164,0.713411663,12,61,663.353934,"(43.7,67.6]",NA,0,2,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1,1,1,2,1,2,0,0,1.04278487293904,0.436044241452425,-1.17235368157118,0.323840107973952
"994",994,994,994,910,910,"18N00177",1,0,635,"MISC1","F11","18N00177",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.398722,-121.379361,NA,44.398722,-121.379361,"west","west","west","west",2018,"JUN",21,172,0,"157331079",FALSE,"Feathers",NA,"Ken Hashagen","Live",20,112,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,1,1,0,1,2,0,0,NA,0.076604879,0.833854144,0.672912648,0.472507353,13,59,667.5373171,"(43.7,67.6]",0,0,1,1,0,0,1,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,1,1,0,1,2,0,0,NA,-0.466876202019774,-0.314440218802362,1.07566329869493,0.911634519607876
"995",995,995,995,925,925,"18N00187",2,1,650,"MISC1","H2","18N00187",FALSE,2018,"JUN",27,"OR",NA,"USA",153,44.419611,-121.28925,NA,44.419611,-121.28925,"west","west","west","west",2018,"JUN",27,178,0,"157331138",FALSE,"Feathers",NA,"Ken Hashagen","Live",17,121,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,1,2,0,NA,0,0,2,0,2,NA,0.076137044,0.64811137,-0.4823316,-0.021596093,13,49,681.0230703,"(43.7,67.6]",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,1,2,0,NA,0,0,2,0,2,NA,-0.466876202019774,-0.314440218802362,1.07566329869493,0.911634519607876
"996",996,996,996,907,907,"18N00183",1,0,647,"MISC1","G11","18N00183",FALSE,2018,"JUN",25,"OR",NA,"USA",153,44.422444,-121.391694,NA,44.422444,-121.391694,"west","west","west","west",2018,"JUN",25,176,0,"157331114",FALSE,"Feathers",NA,"Ken Hashagen","Live",20,116,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,0,0,1,1,2,1,1,0,2,1,0,2,0,1,2,1,0,0,1,2,0,2,NA,0.601452998,-0.183438305,-0.31083024,-1.709014442,12,61,670.1238068,"(43.7,67.6]",0,0,1,1,0,1,1,0,0,1,1,2,1,1,0,2,1,0,2,0,1,2,1,0,0,1,2,0,2,NA,-0.327914081489618,0.685532473159509,0.474497291788546,-0.738803244096163
"997",997,997,997,911,911,"18N00178",3,2,634,"MISC1","F10","18N00178",FALSE,2018,"JUN",21,"OR",NA,"USA",153,44.422472,-121.379278,NA,44.422472,-121.379278,"west","west","west","west",2018,"JUN",21,172,0,"157331082",FALSE,"Feathers",NA,"Ken Hashagen","Live",24,108,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,2,0,1,2,1,2,NA,0.008046946,0.966040124,0.402268693,-0.18483825,13,59,676.6942762,"(43.7,67.6]",0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,2,0,1,2,1,2,NA,-0.446163644175709,0.323301493996059,1.10441658198453,0.577000462935455
